id;nome;nazione;citta;indirizzo;latitudine;longitudine;prezzoMedio;takeAway;booking;tipoCucina;descrizione;servizi;recensioniIDs
612;Inge;Indonesia;Tanjung Timur;3 Forest Run Park;3.2359747;98.6875659;41;false;true;China;81478170402660586279941364037108694691252792215257214012832571273518505793680062 17755898427668649119852;59123349772794819075713994259361548109540389930739121096112139182687110158644824 87639806271011548266985;
613;Mirabelle;Russia;Povarovo;4718 Leroy Court;56.071894;37.0625324;61;false;false;Russia;73430593165688932487447494315753617681569452338017459012191405012762459955667059 36215671271090165890106;00672569259857200247564135422918376458710594466472276712481750335634612699480316 13322689390266659027423;
614;Chickie;China;Fu’an;09 Pine View Avenue;27.088049;119.647769;17;true;false;South Africa;31752154390533261998245677062234010186498660834017801619433134791081614776825585 19697680817149251179386;14356877642419159378421370631064752321883849408364176238842351374112285735562470 26069554623519421715272;
615;Delmore;Bhutan;Tsimasham;82 Glacier Hill Street;27.0522919;89.5756987;58;false;false;Indonesia;17342893681807322122017644543037347203448013797773402511240085367328510955499007 00971655629669033948104;17617421716355588784430813141674201124684086602566216643878866823778102260264245 34474974439614057017693;
616;Pam;China;Tangkou;941 Acker Circle;30.070933;118.181531;37;false;true;China;12551533623867142485984278286868856788982558662411875242071495194949175805247298 64278333514622215315804;51831625508992954689481544081658764771752921265290465496373184315722258746181563 37290765816202234199788;
617;Audra;Cameroon;Bamusso;164 Nelson Hill;4.4308445;8.941094;35;false;true;Thailand;16049752664945925617476733380185788642602177129280496964132083336340632116068655 23119236565420251697343;78968661080285778705110752095412600153107849505794240221326264843540480362506478 53332546874527817057780;
618;Donnie;China;Cishangang;4 Schmedeman Circle;31.072149;119.549715;57;false;false;Bulgaria;89726139419910025795512308542336373254618477032740982712525551810745116022215630 54874894747583658671488;75484502446808012863048140500483919133330906046676344226669730580761722979934268 54735379679664914226491;
619;Loree;Kyrgyzstan;Sulyukta;46670 Spenser Way;39.9338165;69.5678329;100;false;true;Brazil;08511856781784538208494147710160641234433455426159508630241224991019849196791444 99129119623378661691955;43285461829794930572393055537732991503384713536700875261942618445276145293209618 01678971420349813505572;
620;Tiler;Indonesia;Parakanpanjang;3719 Dixon Pass;-7.3498813;108.0861176;86;true;false;Indonesia;48751116537682668218358189578939844694138058697676479620461417186977306483602714 56468101316715286767573;20642844435048967605514813817136784555038687878226832107219738476694061060371611 59942232648891896105155;
621;Fran;Vietnam;Trai Ngau;82955 Stephen Plaza;12.252426;109.095697;39;false;true;Sweden;67914333047745838253732477910929620386902618218549092207991094429231896585449687 48567419917603735735832;98041272856368677417096636645136706928983557836096829526154089146396173954818120 64468081482364997591738;
622;Scarface;China;Cengang;4401 Red Cloud Place;30.07225;122.003581;11;true;true;Indonesia;90104481242406801873844523571208248026098337528424622757963195605178900270591222 02600292657661182180967;57079367258249468287643920420227554483595941741507114079700262587793791517535578 60268117924282273949105;
623;Dominik;China;Changgucheng;3639 Mockingbird Point;38.702541;114.982;89;false;false;Moldova;43570315249191040934207582804817539809175717989484334219064811219467188498304021 73515029053570831402541;07948649477401835122228754810503087527542534335480710533337182960910989581213043 04466450314744128178960;
624;Daniela;Argentina;Casilda;69 Alpine Hill;-32.9285798;-60.6923382;82;true;false;Indonesia;02078236657161042634430305061243049631611434786004502918177466954167708791755467 81629437741268284908250;30493589150032194909091813641217416943255515677236168977142237865879750256296502 23807187551980578493436;
625;Nesta;Nepal;Bīrganj;56989 Lakeland Place;27.0449005;84.8672171;34;false;true;Indonesia;52657835990247368208050648800188179704861783217332578467378958509816880917506333 20760671940809784480246;09920304001868778957785441836633940216142043665745355281720516992232061324672146 31787210786152065337330;
626;Jaye;China;Dolati;1 Scott Way;46.013979;83.663731;24;false;false;South Sudan;05616184353416122562942582446569323911039283127859786650436702294365664691031006 59917848875767465251596;65406183525576071095717619035160043798451216169523027990034817755899729596553733 48132046530431008695715;
627;Margarethe;Ethiopia;Yirga ‘Alem;1 Hermina Junction;6.7468164;38.4139922;14;true;false;Peru;45820851456376821437436634215612076431508891587103585180586580737674191446740200 46536122837842783993621;58750060218611235948205447815000039549329417611483378274951744655561557095273030 31834884752805880026332;
628;Torrie;Dominican Republic;Sabaneta;3580 Victoria Place;18.8104433;-71.2236939;34;true;true;China;54529018116583131784095088284940997937991817875289468197752451893455490517240039 61210861001007935153590;57607901731413147386980942624665714833833491296276113186586270583709825425458733 26906142854041693785907;
629;Frederick;Brazil;Itaberaba;9 Sachs Way;-12.5477492;-40.2271243;78;true;false;China;51983870809689343603002143381686422026203205547676267402490781192444290257910397 27179669720440607759855;32499477566371742599060803749283527146880822208464427737467299539722069694546604 38806339374625924834518;
630;Helena;Philippines;San Sebastian;97 Arrowood Center;14.7044701;121.0519495;94;true;true;Cameroon;40795936792467360787269704453728115832820050586472443543292997585668952404976295 43689460557796903126259;83351661935427138666158074458231444295425432115361941076861964404655264260594462 13276203160287931281351;
631;Dill;Poland;Dębno;2383 Redwing Parkway;52.746302;14.7015401;96;true;true;Peru;19092762508352723806845748775649300521439670766163594755573605022433429141114268 52990813716013695995640;69667493036468468691694680342106147018443056083957228214692914082022860679915043 09443966780691717830848;
632;Daffy;China;Wangping;36106 Thompson Trail;34.782718;105.656922;19;true;false;Cyprus;54667186450278874001681455384895113517211715790618726051210661601243579506339957 18761711412949448126050;26831438250332930383045198891827664171427933555642556838424326599482710802312569 91546052519949988628554;
633;Wendye;China;Shanghang;57 Saint Paul Circle;25.049518;116.420098;84;false;true;China;07463619599233771432219323898597112286057462002306043329143373210223964835298235 68638348198569627941571;45696546062898096924548637321420760202678471400947405827144141621518509082804827 21963634466375001912409;
634;Benedikta;Poland;Zebrzydowice;32981 Eggendart Hill;49.8545281;18.6057328;89;true;true;Sweden;97355172420043010318820416792993199439203394128890701039217073228543006653770276 07183656376731408815145;61244935864225156952622075850709569948502881320694498352550848425124138437529303 11519737558787690589152;
635;Korey;China;Jugezhuang;37882 Harper Circle;40.381657;116.948097;84;true;false;Japan;77632963077770218213166076817040513306868079769879468036632022333879070138689447 18025771312461996043949;77389501040151349417967685471900406641469707244057413375499316569313231264753413 26249214312552938294199;
636;Bethany;Indonesia;Bontang Baru;4367 Elka Court;0.1429969;117.4938098;77;false;false;China;08535022203683785664242368486802897626092447186384956791079685829862740709269155 63327934761844889297303;92341973528077021397109657887626721831347450289790117519898053522571317756953873 82750302880981315026892;
637;Aggy;China;Hainan;24735 Bobwhite Court;19.5663947;109.949686;43;true;false;Colombia;44700444680218360454120947954976804311979955693727813125746340705310529891583787 25347082805590969194623;92339731508651830525908150923057894971479027457922713427721130725136312077013120 79734874605549183902085;
638;Cullie;Finland;Uurainen;34877 Utah Parkway;62.443933;24.9756208;69;true;false;South Africa;05332725233875830228944442432570182192335270287555948097980094717736580362491404 70201975853039805555669;01927714344323116680484660073661413693997332565791442207090711336421036017870282 87890588513367671121872;
639;Elliot;Republic of the Congo;Ouésso;4004 Bellgrove Pass;1.6154718;16.0463837;4;false;false;China;81258345764102780918223059696667949224671348689036239044081853787395523565197968 62864278932394729750913;24313280860989013849092167321738813017562807594244312045117041436221232661385770 68293689996809226613697;
640;Dolorita;Lithuania;Skuodas;2 Brentwood Place;55.8951461;21.2626042;85;false;false;France;85599932286407311595737341049172491819056918916571061166152930063197379217494783 71282343503884581027710;59093673984124713185731574196580110520787341684730973200063335748965103001980883 59751193502115115894951;
641;Bourke;China;Pingfeng;082 Buell Court;45.597839;126.637515;27;false;true;Sweden;46136539505168482773470960625761032517638132162371617875312324844557655685641390 38774122517617724422748;10164551508049476892283240834398129784639567859794124460036685871120932103013691 35444448227950323383410;
642;Kissie;South Korea;Ungsang;7 Larry Terrace;35.40611;129.16861;8;false;true;China;14636768467809438827680979294886954463031047149937301314223195144657135381330928 56491485582753195183427;62592657392057861362690795520781488769189190030671913813065848215080525730090477 42516439533633872694661;
643;Ogden;Indonesia;Comal;3 Northland Road;-6.8866676;109.5389573;44;true;true;Angola;23064228410297603442597763734719696137658713847029915800427337918725137822131853 32066248362362641331481;50811642703665004266533232653978717189455455598013444739231332097249648005442755 85950689099916203098199;
644;Daphene;South Sudan;Raga;66 Scott Crossing;8.4611612;25.6805868;33;false;true;Indonesia;43032293099370712715486702456647608465990783644731384644521231934738739966119708 90399228959145025170285;21958987451977287180930938732169930322837093254057656465926066751465495897520624 42579814628064366547564;
645;Bobbette;Russia;Kropotkin;4 Valley Edge Avenue;45.4289;40.5244001;5;true;true;China;71517338872436875305412983327905050138204667862330518495350458156560917690519904 13025435505204275761984;63776861065804967201623824702003741931881496140348828757545536736852732893000912 88169492476050249361040;
646;Dacia;Canada;Labrador City;62559 Ohio Road;52.9369158;-66.9238331;39;true;true;Brazil;97494426479136571255262693704256333923788704872221640774368444377840909068680329 46781851666963869535675;43529612465577904648547500385991163155463911118407409983226215934629421196554901 74489775279753125197413;
647;Ashton;Finland;Valtimo;1412 Carey Street;60.335657;25.0597867;38;true;true;China;26339437144087877683382771860630077802109582395025698792638439426856935338913959 48542417388042260003567;04570571397259236463573636458057629433291353015337929366919430382721801678835891 02817638614474461250373;
648;Lucienne;Ukraine;Lazeshchyna;8 Arizona Court;48.2735736;24.411971;75;false;false;Portugal;66721326648519252735478864654112174458903543394098643313873500175258499551208652 40210861593643024460471;55156742584620898299821951632104745313229344874689969741150115089617605960477537 32582679651940484861629;
649;Tuckie;Russia;Gornyy;7006 Redwing Street;59.9420078;30.2307225;83;true;true;Philippines;28335852929908028373779969990541031928005471608937879487303663613793264528756433 49428779943572735649765;24902029114280013493424920171717630698387443962849114206314515395875646975146001 81427276072901532597072;
650;Jacques;Malaysia;Raub;7261 Cambridge Place;3.9628564;101.866362;77;true;true;Portugal;20366229881542740021552225037576759122625403397168456240626597231144820810907807 04658615275884866220176;67512701729344771087057629618507075004368870121392845659685888904300983955498661 02908745824114268369690;
