Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
Impronta,"via Pisani Dossi 28, Albairate, 20080","Albairate",€€,"Mediterranean Cuisine, Contemporary",8.9378778,45.422034,+390291439075,https://guide.michelin.com/en/lombardia/albairate/restaurant/impronta-1202752,http://ristoranteimprontaalbairate.it,Selected Restaurants,0,"Air conditioning,Car park,Terrace","Occupying the site of a restaurant that was highly successful in the 1980s and 90s, Impronta is home to a young local chef who showcases skills acquired in a leading Michelin-starred restaurant in Sicily. As a result of this experience, his enticing dishes have a light Mediterranean feel, embellished with the occasional personal twist."
Antica Osteria Moirago,"via Pavese 4, Moirago, 20080","Moirago",€€,"Italian Contemporary, Seafood",9.1370235,45.3693364,+390290002174,https://guide.michelin.com/en/lombardia/moirago/restaurant/antica-osteria-moirago,https://anticaosteriamoirago.it/,Selected Restaurants,0,"Car park,Garden or park,Terrace","This old monastery in Moirago, overlooking the Naviglio Pavese canal, was founded in 1250 and converted into an inn as early as 1478. Centuries may have passed, but the tradition of hospitality continues in the building’s enclosed painted portico, as well as in its two warm and atmospheric dining rooms. The chef’s Puglian origins explain the abundant use of vegetables and raw fish dishes, while in winter the cuisine takes on a more northern Italian flavour. Good selection of wines by the glass."
Cuculia,"via dei Serragli 3r, Florence, 50124","Florence",€€€,"Contemporary, Creative",11.2462521,43.7687552,+390552776205,https://guide.michelin.com/en/toscana/firenze/restaurant/cuculia,https://www.cuculia.it,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Wheelchair access","This beautiful restaurant with a smart and elegant decor has the feel of a stylish French bistro with a small library-style dining room displaying books on cookery and other subjects. Chef Oliver Betancourt left his home country of Venezuela to train in well-known restaurants in France, Spain and Italy, experiences which have resulted in multi-faceted cuisine influenced by different traditions and prepared using seasonal Italian produce as well as more exotic ingredients such as kombu, soy sauce and koji. The menu offers a good selection of vegetarian dishes, as well as a few vegan options. The wine list includes extensive information on the different labels featured, including an excellent red from Bolgheri Acciderba."
Locanda Viola,"via Morengo 164, Pagazzano, 24040","Pagazzano",€€€,"Italian Contemporary, Asian Influences",9.6742914,45.532284,+390363703956,https://guide.michelin.com/en/lombardia/pagazzano/restaurant/locanda-viola,http://www.locandaviola.com,Selected Restaurants,0,"Air conditioning,Wheelchair access","In this elegant restaurant with chairs and tables of different designs and original workmanship, it is skilful chef Filippo Moriggi’s cuisine that really captures your attention. The interesting appetisers take guests on an exotic journey, featuring options such as empanadas, fish bao (steamed buns, also available with a barbecue sauce) and Chinese dumplings. Other dishes are more typically Italian in style, with pastas, risottos and Bergamo-style mutton all on the menu. Desserts include a selection of ice-cream and affogato."
AlpiNN,"Plan de Corones, alt. 2275, Brunico, 39031","Brunico",€€€,"Alpine, Seasonal Cuisine",11.9557234,46.7384367,+390474431072,https://guide.michelin.com/en/trentino-alto-adige/brunico/restaurant/alpinn,https://alpinn.it/it/,Selected Restaurants,0,"Counter dining,Great view","Situated at an altitude of 2 000m in the Plan de Corones ski area, this restaurant stands next to Lumen, a museum dedicated to mountain photography. To get here, you take the cable-car from Riscone and then, in winter, walk for around 150m through the snow. This impressive project by Norbert Niederkofler, holder of three Michelin stars, showcases the chef’s “Cook the Mountain” philosophy, where a modern approach and Alpine traditions combine to create perfect dishes full of flavour and historic appeal. The memory lingers long after your return back down the mountain (NB: the last cable-car leaves at 5pm!)."
Duo,"via Cavour 7, San Felice del Benaco, 25010","San Felice del Benaco",€€€,"Modern Cuisine, Creative",10.5466283,45.5858285,+390365690253,https://guide.michelin.com/en/lombardia/san-felice-del-benaco/restaurant/duo-1196308,https://www.duosanfelice.it/,Selected Restaurants,0,"Air conditioning,Car park,Counter dining,Restaurant offering vegetarian menus,Terrace","Situated in the historic centre of the charming small village of San Felice del Benaco, Duo is the project of young chefs Daniele Ghedini and Federico Pelizzari (the latter also oversees the front of house). Their personalised, modern cuisine is Mediterranean in style and features meat-based dishes, vegetarian options and fish recipes (salt- and freshwater), with a focus on freshly caught fish which even has its own dedicated tasting menu. This colourful restaurant also boasts an outdoor space shaded by a pergola and surrounded by walnut trees."
Senso Alfio Ghezzi Lake Garda,"via IV Novembre 86, Limone sul Garda, 25010","Limone sul Garda",€€€€,"Italian Contemporary, Country cooking",10.812279,45.824318,+390365954613,https://guide.michelin.com/en/lombardia/limone-sul-garda/restaurant/senso-alfio-ghezzi-lake-garda,https://www.ealalakegarda.com/ristoranti/fine-dining-senso,Selected Restaurants,0,"Air conditioning,Car park,Great view,Wheelchair access","Eala is a new luxury, designer-style hotel jutting into the lake, where top chef Alfio Ghezzi from Trento is at the helm in the restaurant. The gourmet formula on offer here, already successfully tried and tested at the Mart in Rovereto, consists of just one single tasting menu (guests choose the number of courses and some of the dishes), with precise, well-balanced cuisine made from carefully selected seasonal ingredients, including plenty of vegetables."
Al Petes,"Via dei Capitelli 5/a, Trieste, 34121","Trieste",€€€,"Seafood, International",13.7672762,45.6480887,+390402602329,https://guide.michelin.com/en/friuli-venezia-giulia/trieste/restaurant/al-petes,https://www.al-petes.com/,Selected Restaurants,0,Air conditioning,"Situated amid the alleyways of the historic centre, Al Petes has a pleasant contemporary feel and is run by young, welcoming and friendly owners. Marko’s menu demonstrates an obvious preference for seafood, most of which comes from the Adriatic, and which is served with Mediterranean and even occasional Asian influences. The surprise tasting menu is highly recommended. Just around the corner, the restaurant’s small hotel (James Joyce) is the ideal choice for overnight accommodation."
La Foresteria,"Contrada Passo di Gurra  SP 79 km 91, Menfi, 92013","Menfi",€€€,Contemporary,12.9223075,37.5995162,+3909251955460,https://guide.michelin.com/en/sicilia/menfi/restaurant/la-foresteria,https://www.planetaestate.it/it/ristorante,Selected Restaurants,0,"Car park,Garden or park,Great view,Interesting wine list,Terrace","A luxurious guesthouse belonging to the famous Sicilian winery Planeta and surrounded by beautiful vineyards is the setting for this restaurant serving top-quality Sicilian cuisine. Home-grown ingredients make an appearance in some dishes, while the extensive wine list obviously features a good selection of Planeta’s own labels."
Ca' del Profeta,"via Montaldino 19, Montaldo Scarampi, 14040","Montaldo Scarampi",€€€,Contemporary,8.252505,44.8241263,+3901411967229,https://guide.michelin.com/en/piemonte/montaldo-scarampi/restaurant/ca-del-profeta,https://www.cadelprofeta.com/,Selected Restaurants,0,"Air conditioning,Car park,Terrace,Wheelchair access","Situated in a tranquil location overlooking the vineyards, this winery and elegant restaurant is owned by the “Prophet” Hernanes, a Brazilian footballer who played for many years in the Italian championship. The menu here features regional dishes alongside a few more creative options, while five modern guestrooms (some with a view) and a panoramic swimming pool complete the picture."
i-Fame,"viale Regina Elena 28, Rimini, 47921","Rimini",€€,Creative,12.5892022,44.0600315,+390541386331,https://guide.michelin.com/en/emilia-romagna/rimini/restaurant/i-fame,https://www.i-fame.it/,Selected Restaurants,0,"Air conditioning,Terrace,Wheelchair access","Enjoy creative cuisine made from excellent, locally sourced produce in this attractive restaurant. It is decorated in the same white colours and modern style as the hotel."
Kirchsteiger,"via prevosto Wieser 5, Foiana, 39011","Foiana",€€,"Classic Cuisine, Seasonal Cuisine",11.1462829,46.5889205,+390473568044,https://guide.michelin.com/en/trentino-alto-adige/foiana/restaurant/kirchsteiger,https://www.kirchsteiger.com/it/gastronomia/ristorante,Selected Restaurants,0,"Car park,Garden or park,Great view,Interesting wine list,Terrace",This restaurant has long been one of the most interesting in the area. It has a pleasing combination of traditional and modern cuisine created by the expert chef. The dining rooms have the same blend of old and new with an elegant use of local materials in the decor. Ask for one of the newer guestrooms.
Da Orlando,"piazza Soncino 19, Cusago, 20090","Cusago",€€,Italian,9.0336515,45.4457731,+390290390318,https://guide.michelin.com/en/lombardia/cusago/restaurant/da-orlando,https://www.daorlando.com,Selected Restaurants,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","Simply arriving in Cusago near Milan, where the imposing castle dominates the attractive centre, puts you in a good mood. At Da Orlando, the menu is equally balanced between top-quality fish dishes such as the “bollita di mare” and meat-based dishes that will delight food-lovers, such as snails with trumpet mushrooms and duck breast with ginger. Two elegant dining rooms are the perfect setting for a romantic evening, while the attractive outdoor space comes into its own in summer. A good restaurant with over 40 years of history."
Da Ercole,"viale Gramsci 122, Crotone, 88900","Crotone",€€,"Seafood, Regional Cuisine",17.1296597,39.07291,+390962901425,https://guide.michelin.com/en/calabria/crotone/restaurant/da-ercole,https://www.ristorantedaercole.com/,Selected Restaurants,0,"Air conditioning,Terrace","Situated on Crotone’s seafront, Da Ercole is a culinary institution for anyone who loves fish, with the benefit of 40 years in the business behind it! The salty tang of the Ionian sea is celebrated on an extensive menu, although if you really want to enjoy yourself to the full, let owner-chef and old-school host Ercole guide you in your choice (including some excellent raw fish dishes)."
